parnme,partrans,parval1,pargp,comments,subbasin,gw_basin
ks_119,none,1.5870002508163452,upw_ks,3122,12,1
ks_120,none,0.013478698208928108,upw_ks,3123,12,1
ks_121,none,0.3349170386791229,upw_ks,3124,12,1
ks_122,none,27.706501007080078,upw_ks,3142,14,1
ks_123,none,0.899042010307312,upw_ks,3152,15,1
ks_124,none,0.31999897956848145,upw_ks,3154,15,1
ks_125,none,11.762999534606934,upw_ks,3162,16,1
ks_126,none,75.0,upw_ks,3163,16,1
ks_127,none,0.12121900916099548,upw_ks,3164,16,1
ks_128,none,0.8709511160850525,upw_ks,3172,17,1
ks_129,none,0.7184489369392395,upw_ks,3173,17,0
ks_130,none,0.5216798782348633,upw_ks,3174,17,1
ks_131,none,6.655551260337234e-05,upw_ks,4125,12,0
ks_132,none,8.406390406889841e-05,upw_ks,4135,13,0
ks_133,none,5.302340287016705e-05,upw_ks,4175,17,0
ks_134,none,0.13412298262119293,upw_ks,4185,18,1
ks_135,none,2.7102596504846588e-05,upw_ks,4195,21,1
ks_136,none,5.558790508075617e-05,upw_ks,4215,21,1
ks_137,none,0.0031591199804097414,upw_ks,5106,10,1
ks_138,none,1.0559900999069214,upw_ks,5108,10,1
ks_139,none,3.986619776696898e-05,upw_ks,5115,11,1
ks_140,none,2.371450185775757,upw_ks,5118,11,1
ks_141,none,4.5657001464860514e-05,upw_ks,5128,12,0
ks_142,none,3.267050124122761e-05,upw_ks,5145,14,1
ks_143,none,0.0013421198818832636,upw_ks,5146,14,1
ks_144,none,0.15857599675655365,upw_ks,5147,14,1
ks_145,none,4.376540660858154,upw_ks,5148,14,1
ks_146,none,0.8793619275093079,upw_ks,5158,15,0
ks_147,none,0.3476860225200653,upw_ks,5168,17,0
ks_148,none,0.9147241115570068,upw_ks,5178,17,0
ks_149,none,7.584060222143307e-05,upw_ks,5185,18,0
ks_150,none,1.0880800485610962,upw_ks,5188,18,1
ks_151,none,0.9474658966064453,upw_ks,5198,19,1
ks_152,none,0.022896600887179375,upw_ks,5208,20,0
ks_153,none,13.532301902770996,upw_ks,5218,21,1
ks_154,none,4.492790222167969,upw_ks,5228,22,0
ks_155,none,3.8749098166590557e-05,upw_ks,7105,10,1
ks_156,none,0.03145810216665268,upw_ks,7106,10,1
ks_157,none,0.026759298518300056,upw_ks,7107,16,1
ks_158,none,0.14025400578975677,upw_ks,7115,11,1
ks_159,none,0.0038760702591389418,upw_ks,7125,12,1
ks_160,none,0.4295889139175415,upw_ks,7126,12,1
ks_161,none,114.77501678466797,upw_ks,7127,16,1
ks_162,none,0.0329631008207798,upw_ks,7146,14,1
ks_163,none,0.010080699808895588,upw_ks,7155,15,1
ks_164,none,0.008563471026718616,upw_ks,7156,15,1
ks_165,none,1.66031014919281,upw_ks,7157,15,1
ks_166,none,0.0023126699961721897,upw_ks,7165,16,1
ks_167,none,0.002795119769871235,upw_ks,7166,16,1
ks_168,none,0.009642628952860832,upw_ks,7167,16,1
ks_169,none,4.742980672745034e-05,upw_ks,7175,17,1
ks_170,none,0.003404460148885846,upw_ks,7176,17,1
ks_171,none,0.09147088974714279,upw_ks,7177,17,1
ks_172,none,0.0031265104189515114,upw_ks,8115,11,1
ks_173,none,0.0031344895251095295,upw_ks,8116,11,1
ks_174,none,0.8956369757652283,upw_ks,8118,11,0
ks_175,none,0.022474199533462524,upw_ks,8125,12,0
ks_176,none,0.0015872998628765345,upw_ks,8126,12,1
ks_177,none,0.17243200540542603,upw_ks,8127,12,1
ks_178,none,3.353520150994882e-05,upw_ks,9175,17,1
ks_179,none,0.05316409841179848,upw_ks,9177,17,1
ks_180,none,0.0001114999977289699,upw_ks,9185,18,1
ks_181,none,0.07677851617336273,upw_ks,9187,18,0
ks_182,none,0.8293469548225403,upw_ks,9188,18,1
ks_183,none,0.2914539873600006,upw_ks,9217,21,0
ks_184,none,0.00012933701509609818,upw_ks,10100,10,1
ks_185,none,2.7009302357328124e-05,upw_ks,10110,11,1
ks_186,none,2.976669929921627e-05,upw_ks,10120,12,1
ks_187,none,0.00018151701078750193,upw_ks,10140,14,0
ks_188,none,0.00010545098484726623,upw_ks,10160,16,1
ks_189,none,3.5472701711114496e-05,upw_ks,10170,17,0
ks_190,none,2.6476900529814884e-06,upw_ks,10180,18,1
ks_191,none,3.748770177480765e-05,upw_ks,10190,19,0
ks_192,none,3.905460107489489e-05,upw_ks,10200,21,0
ks_193,none,0.0013803598703816533,upw_ks,10210,21,1
ks_194,none,3.1142899388214573e-06,upw_ks,10220,22,0
ks_195,none,0.00020573199435602874,upw_ks,11140,14,0
ks_196,none,2.3825798507459695e-06,upw_ks,11160,16,0
ks_197,none,2.106919782818295e-05,upw_ks,11180,18,1
ks_198,none,0.000722196011338383,upw_ks,11190,19,1
ks_199,none,3.831430603895569e-06,upw_ks,11200,20,0
ks_200,none,2.6702000468503684e-06,upw_ks,11210,21,1
ks_201,none,2.8830904739152174e-06,upw_ks,11220,22,0
ks_202,none,3.363169525982812e-05,upw_ks,12100,10,1
ks_203,none,3.646829281933606e-05,upw_ks,12120,17,1
ks_204,none,3.299969466752373e-05,upw_ks,12130,13,0
ks_205,none,3.123699934803881e-05,upw_ks,12140,16,1
ks_206,none,2.8340500648482703e-06,upw_ks,12150,15,0
ks_207,none,4.4027703552274033e-05,upw_ks,12160,16,1
ks_208,none,5.111839982419042e-06,upw_ks,12170,17,1
ks_209,none,9.204671368934214e-05,upw_ks,12180,18,1
ks_210,none,2.2482898202724755e-05,upw_ks,12200,20,0
ks_211,none,2.2074000298744068e-05,upw_ks,12210,21,1
ks_212,none,1.888209953904152e-05,upw_ks,12220,22,0
ks_213,none,3.2448300771648064e-05,upw_ks,13100,10,0
ks_214,none,2.9022890885244124e-05,upw_ks,13110,11,0
ks_215,none,4.2881500121438876e-05,upw_ks,13120,12,1
ks_216,none,4.914810415357351e-05,upw_ks,13140,15,1
ks_217,none,8.79634990269551e-06,upw_ks,13150,15,0
ks_218,none,1.3085096725262702e-05,upw_ks,13160,16,1
ks_219,none,2.8083499273634516e-05,upw_ks,13180,18,1
ks_220,none,3.060060407733545e-05,upw_ks,13200,20,0
ks_221,none,8.123378938762471e-05,upw_ks,13210,21,0
ks_222,none,4.698229531641118e-05,upw_ks,13220,22,0
ks_223,none,2.3999102268135175e-05,upw_ks,14100,10,1
ks_224,none,2.4690096324775368e-05,upw_ks,14110,11,1
ks_225,none,2.777480403892696e-06,upw_ks,14120,12,1
ks_226,none,1.6785199477453716e-05,upw_ks,14130,13,0
ks_227,none,1.5275099940481596e-05,upw_ks,14140,14,1
ks_228,none,8.00775069365045e-06,upw_ks,14150,15,1
ks_229,none,0.00013708602637052536,upw_ks,14160,17,1
ks_230,none,1.727270387164026e-06,upw_ks,14170,17,1
ks_231,none,1.9409901142353192e-05,upw_ks,14180,18,1
ks_232,none,8.002480899449438e-05,upw_ks,14190,19,1
ks_233,none,1.5052998605824541e-05,upw_ks,14210,21,1
ks_371,none,0.00013098400086164474,upw_ks,1010,1,1
ks_372,none,0.003905120538547635,upw_ks,1020,2,1
ks_373,none,0.0007655259687453508,upw_ks,1030,4,1
ks_374,none,0.0005057820817455649,upw_ks,1040,4,1
ks_375,none,6.204419332789257e-05,upw_ks,1050,5,1
ks_376,none,0.001224770094268024,upw_ks,1060,6,1
ks_377,none,0.0005636789137497544,upw_ks,1070,7,0
ks_378,none,7.345020276261494e-05,upw_ks,1080,10,0
ks_379,none,6.584529910469428e-05,upw_ks,1090,10,1
ks_381,none,0.0006206419202499092,upw_ks,1110,1,0
ks_384,none,0.0007484831148758531,upw_ks,1140,4,0
ks_385,none,0.000103938982647378,upw_ks,1150,5,1
ks_386,none,0.0007408940582536161,upw_ks,1160,6,1
ks_389,none,0.0005577509291470051,upw_ks,1190,9,0
ks_392,none,0.001258020056411624,upw_ks,1220,2,0
ks_393,none,285.2139892578125,upw_ks,1260,6,1
ks_394,none,5.560149656957947e-05,upw_ks,1290,9,1
ks_395,none,0.0007401640177704394,upw_ks,1320,2,0
ks_396,none,0.0012324899435043335,upw_ks,1350,5,0
ks_397,none,0.00012864101154264063,upw_ks,1360,6,1
ks_398,none,0.0007270950591191649,upw_ks,1370,7,0
ks_399,none,0.0006271880120038986,upw_ks,1380,8,0
ks_400,none,0.001013349974527955,upw_ks,1410,1,1
ks_401,none,0.002604640321806073,upw_ks,1420,2,1
ks_402,none,0.000508615979924798,upw_ks,1430,3,0
ks_403,none,0.0016932401340454817,upw_ks,1440,4,1
ks_404,none,5.207640788285062e-05,upw_ks,1450,5,1
ks_405,none,9.491149830864742e-05,upw_ks,1460,6,1
ks_406,none,0.000810571014881134,upw_ks,1480,8,0
ks_407,none,0.0007907880353741348,upw_ks,1490,9,0
ks_484,none,0.002549620345234871,upw_ks,10100,10,1
ks_485,none,0.0005304610240273178,upw_ks,10110,11,1
ks_486,none,0.000610217044595629,upw_ks,10120,12,1
ks_487,none,0.0035879001952707767,upw_ks,10140,14,0
ks_488,none,0.002068169880658388,upw_ks,10160,16,0
ks_489,none,0.0006963768973946571,upw_ks,10170,17,0
ks_490,none,0.0009350990294478834,upw_ks,10180,18,1
ks_491,none,0.013140602968633175,upw_ks,10190,19,0
ks_492,none,0.0007671210914850235,upw_ks,10200,21,0
ks_493,none,0.027344699949026108,upw_ks,10210,21,1
ks_494,none,6.120689067756757e-05,upw_ks,10220,22,0
ks_495,none,0.004006039816886187,upw_ks,11140,14,0
ks_496,none,4.620189793058671e-05,upw_ks,11160,16,0
ks_497,none,0.0004244979936629534,upw_ks,11180,18,1
ks_498,none,0.013942497782409191,upw_ks,11190,19,1
ks_499,none,7.517579797422513e-05,upw_ks,11200,20,0
ks_500,none,5.227369911153801e-05,upw_ks,11210,21,1
ks_501,none,5.623580364044756e-05,upw_ks,11220,22,0
ks_502,none,0.0006619699997827411,upw_ks,12100,10,1
ks_503,none,0.0007352790562435985,upw_ks,12120,17,1
ks_504,none,0.0006599941407330334,upw_ks,12130,13,0
ks_505,none,0.0006061799940653145,upw_ks,12140,16,1
ks_506,none,5.503209831658751e-05,upw_ks,12150,15,0
ks_507,none,0.0008885600254870951,upw_ks,12160,16,1
ks_508,none,0.00010279000707669184,upw_ks,12170,17,0
ks_509,none,0.041542898863554,upw_ks,12180,18,1
ks_510,none,0.0004481520445551723,upw_ks,12200,20,0
ks_511,none,0.00043038700823672116,upw_ks,12210,21,1
ks_512,none,0.0003701059613376856,upw_ks,12220,22,0
ks_513,none,0.0006489659426733851,upw_ks,13100,10,0
ks_514,none,0.0005679288879036903,upw_ks,13110,11,0
ks_515,none,0.0008753729634918272,upw_ks,13120,12,0
ks_516,none,0.0009671651059761643,upw_ks,13140,15,1
ks_517,none,0.0001726090267766267,upw_ks,13150,15,0
ks_518,none,0.00025097004254348576,upw_ks,13160,16,0
ks_519,none,0.000561669934540987,upw_ks,13180,18,1
ks_520,none,0.0005945130251348019,upw_ks,13200,20,0
ks_521,none,0.0016178902005776763,upw_ks,13210,21,0
ks_522,none,0.0009324700804427266,upw_ks,13220,22,0
ks_523,none,0.00044252999941818416,upw_ks,14100,10,1
ks_524,none,0.00028692602063529193,upw_ks,14110,11,0
ks_525,none,6.915290578035638e-05,upw_ks,14120,12,0
ks_530,none,4.5826898713130504e-05,upw_ks,14170,17,0
ks_531,none,0.00023496500216424465,upw_ks,14180,18,1
ks_533,none,0.00019848099327646196,upw_ks,14210,21,1
lak_cond_01,none,1.0,lak_cd,#,3,1
lak_cond_02,none,1.0,lak_cd,#,22,1
lak_cond_12,none,1.06949,lak_cd,#,18,1
pref_flow_den_mult_01,none,1.0,prms_pref_flow_den,#,1,1
pref_flow_den_mult_02,none,1.0,prms_pref_flow_den,#,2,1
pref_flow_den_mult_03,none,1.0,prms_pref_flow_den,#,3,1
pref_flow_den_mult_04,none,1.0,prms_pref_flow_den,#,4,1
pref_flow_den_mult_05,none,1.0,prms_pref_flow_den,#,5,1
pref_flow_den_mult_06,none,1.0,prms_pref_flow_den,#,6,1
pref_flow_den_mult_07,none,1.0,prms_pref_flow_den,#,7,1
pref_flow_den_mult_08,none,1.0,prms_pref_flow_den,#,8,1
pref_flow_den_mult_09,none,1.0,prms_pref_flow_den,#,9,1
pref_flow_den_mult_10,none,1.0,prms_pref_flow_den,#,10,1
pref_flow_den_mult_11,none,1.0,prms_pref_flow_den,#,11,1
pref_flow_den_mult_12,none,1.0,prms_pref_flow_den,#,12,1
pref_flow_den_mult_13,none,1.0,prms_pref_flow_den,#,13,1
pref_flow_den_mult_14,none,1.0,prms_pref_flow_den,#,14,1
pref_flow_den_mult_15,none,1.0,prms_pref_flow_den,#,15,1
pref_flow_den_mult_16,none,1.0,prms_pref_flow_den,#,16,1
pref_flow_den_mult_17,none,1.0,prms_pref_flow_den,#,17,1
pref_flow_den_mult_18,none,1.0,prms_pref_flow_den,#,18,1
pref_flow_den_mult_19,none,1.0,prms_pref_flow_den,#,19,1
pref_flow_den_mult_20,none,1.0,prms_pref_flow_den,#,20,1
pref_flow_den_mult_21,none,1.0,prms_pref_flow_den,#,21,1
pref_flow_den_mult_22,none,1.0,prms_pref_flow_den,#,22,1
rain_adj_mult_01_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_01_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_01_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_01_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_01_05,none,1.0,prms_rain_adj,#,5,1
rain_adj_mult_01_06,none,1.0,prms_rain_adj,#,6,1
rain_adj_mult_01_07,none,1.0,prms_rain_adj,#,7,1
rain_adj_mult_01_08,none,1.0,prms_rain_adj,#,8,1
rain_adj_mult_01_09,none,1.0,prms_rain_adj,#,9,1
rain_adj_mult_01_10,none,1.0,prms_rain_adj,#,10,1
rain_adj_mult_01_11,none,1.0,prms_rain_adj,#,11,1
rain_adj_mult_01_12,none,1.0,prms_rain_adj,#,12,1
rain_adj_mult_01_13,none,1.0,prms_rain_adj,#,13,1
rain_adj_mult_01_14,none,1.0,prms_rain_adj,#,14,1
rain_adj_mult_01_15,none,1.0,prms_rain_adj,#,15,1
rain_adj_mult_01_16,none,1.0,prms_rain_adj,#,16,1
rain_adj_mult_01_17,none,1.0,prms_rain_adj,#,17,1
rain_adj_mult_01_18,none,1.0,prms_rain_adj,#,18,1
rain_adj_mult_01_19,none,1.0,prms_rain_adj,#,19,1
rain_adj_mult_01_20,none,1.0,prms_rain_adj,#,20,1
rain_adj_mult_01_21,none,1.0,prms_rain_adj,#,21,1
rain_adj_mult_01_22,none,1.0,prms_rain_adj,#,22,1
rain_adj_mult_02_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_02_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_02_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_02_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_02_05,none,1.0,prms_rain_adj,#,5,1
rain_adj_mult_02_06,none,1.0,prms_rain_adj,#,6,1
rain_adj_mult_02_07,none,1.0,prms_rain_adj,#,7,1
rain_adj_mult_02_08,none,1.0,prms_rain_adj,#,8,1
rain_adj_mult_02_09,none,1.0,prms_rain_adj,#,9,1
rain_adj_mult_02_10,none,1.0,prms_rain_adj,#,10,1
rain_adj_mult_02_11,none,1.0,prms_rain_adj,#,11,1
rain_adj_mult_02_12,none,1.0,prms_rain_adj,#,12,1
rain_adj_mult_02_13,none,1.0,prms_rain_adj,#,13,1
rain_adj_mult_02_14,none,1.0,prms_rain_adj,#,14,1
rain_adj_mult_02_15,none,1.0,prms_rain_adj,#,15,1
rain_adj_mult_02_16,none,1.0,prms_rain_adj,#,16,1
rain_adj_mult_02_17,none,1.0,prms_rain_adj,#,17,1
rain_adj_mult_02_18,none,1.0,prms_rain_adj,#,18,1
rain_adj_mult_02_19,none,1.0,prms_rain_adj,#,19,1
rain_adj_mult_02_20,none,1.0,prms_rain_adj,#,20,1
rain_adj_mult_02_21,none,1.0,prms_rain_adj,#,21,1
rain_adj_mult_02_22,none,1.0,prms_rain_adj,#,22,1
rain_adj_mult_03_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_03_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_03_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_03_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_03_05,none,1.0,prms_rain_adj,#,5,1
rain_adj_mult_03_06,none,1.0,prms_rain_adj,#,6,1
rain_adj_mult_03_07,none,1.0,prms_rain_adj,#,7,1
rain_adj_mult_03_08,none,1.0,prms_rain_adj,#,8,1
rain_adj_mult_03_09,none,1.0,prms_rain_adj,#,9,1
rain_adj_mult_03_10,none,1.0,prms_rain_adj,#,10,1
rain_adj_mult_03_11,none,1.0,prms_rain_adj,#,11,1
rain_adj_mult_03_12,none,1.0,prms_rain_adj,#,12,1
rain_adj_mult_03_13,none,1.0,prms_rain_adj,#,13,1
rain_adj_mult_03_14,none,1.0,prms_rain_adj,#,14,1
rain_adj_mult_03_15,none,1.0,prms_rain_adj,#,15,1
rain_adj_mult_03_16,none,1.0,prms_rain_adj,#,16,1
rain_adj_mult_03_17,none,1.0,prms_rain_adj,#,17,1
rain_adj_mult_03_18,none,1.0,prms_rain_adj,#,18,1
rain_adj_mult_03_19,none,1.0,prms_rain_adj,#,19,1
rain_adj_mult_03_20,none,1.0,prms_rain_adj,#,20,1
rain_adj_mult_03_21,none,1.0,prms_rain_adj,#,21,1
rain_adj_mult_03_22,none,1.0,prms_rain_adj,#,22,1
rain_adj_mult_04_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_04_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_04_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_04_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_04_05,none,1.0,prms_rain_adj,#,5,1
rain_adj_mult_04_06,none,1.0,prms_rain_adj,#,6,1
rain_adj_mult_04_07,none,1.0,prms_rain_adj,#,7,1
rain_adj_mult_04_08,none,1.0,prms_rain_adj,#,8,1
rain_adj_mult_04_09,none,1.0,prms_rain_adj,#,9,1
rain_adj_mult_04_10,none,1.0,prms_rain_adj,#,10,1
rain_adj_mult_04_11,none,1.0,prms_rain_adj,#,11,1
rain_adj_mult_04_12,none,1.0,prms_rain_adj,#,12,1
rain_adj_mult_04_13,none,1.0,prms_rain_adj,#,13,1
rain_adj_mult_04_14,none,1.0,prms_rain_adj,#,14,1
rain_adj_mult_04_15,none,1.0,prms_rain_adj,#,15,1
rain_adj_mult_04_16,none,1.0,prms_rain_adj,#,16,1
rain_adj_mult_04_17,none,1.0,prms_rain_adj,#,17,1
rain_adj_mult_04_18,none,1.0,prms_rain_adj,#,18,1
rain_adj_mult_04_19,none,1.0,prms_rain_adj,#,19,1
rain_adj_mult_04_20,none,1.0,prms_rain_adj,#,20,1
rain_adj_mult_04_21,none,1.0,prms_rain_adj,#,21,1
rain_adj_mult_04_22,none,1.0,prms_rain_adj,#,22,1
rain_adj_mult_05_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_05_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_05_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_05_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_05_05,none,1.0,prms_rain_adj,#,5,1
rain_adj_mult_05_06,none,1.0,prms_rain_adj,#,6,1
rain_adj_mult_05_07,none,1.0,prms_rain_adj,#,7,1
rain_adj_mult_05_08,none,1.0,prms_rain_adj,#,8,1
rain_adj_mult_05_09,none,1.0,prms_rain_adj,#,9,1
rain_adj_mult_05_10,none,1.0,prms_rain_adj,#,10,1
rain_adj_mult_05_11,none,1.0,prms_rain_adj,#,11,1
rain_adj_mult_05_12,none,1.0,prms_rain_adj,#,12,1
rain_adj_mult_05_13,none,1.0,prms_rain_adj,#,13,1
rain_adj_mult_05_14,none,1.0,prms_rain_adj,#,14,1
rain_adj_mult_05_15,none,1.0,prms_rain_adj,#,15,1
rain_adj_mult_05_16,none,1.0,prms_rain_adj,#,16,1
rain_adj_mult_05_17,none,1.0,prms_rain_adj,#,17,1
rain_adj_mult_05_18,none,1.0,prms_rain_adj,#,18,1
rain_adj_mult_05_19,none,1.0,prms_rain_adj,#,19,1
rain_adj_mult_05_20,none,1.0,prms_rain_adj,#,20,1
rain_adj_mult_05_21,none,1.0,prms_rain_adj,#,21,1
rain_adj_mult_05_22,none,1.0,prms_rain_adj,#,22,1
rain_adj_mult_06_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_06_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_06_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_06_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_06_05,none,1.0,prms_rain_adj,#,5,1
rain_adj_mult_06_06,none,1.0,prms_rain_adj,#,6,1
rain_adj_mult_06_07,none,1.0,prms_rain_adj,#,7,1
rain_adj_mult_06_08,none,1.0,prms_rain_adj,#,8,1
rain_adj_mult_06_09,none,1.0,prms_rain_adj,#,9,1
rain_adj_mult_06_10,none,1.0,prms_rain_adj,#,10,1
rain_adj_mult_06_11,none,1.0,prms_rain_adj,#,11,1
rain_adj_mult_06_12,none,1.0,prms_rain_adj,#,12,1
rain_adj_mult_06_13,none,1.0,prms_rain_adj,#,13,1
rain_adj_mult_06_14,none,1.0,prms_rain_adj,#,14,1
rain_adj_mult_06_15,none,1.0,prms_rain_adj,#,15,1
rain_adj_mult_06_16,none,1.0,prms_rain_adj,#,16,1
rain_adj_mult_06_17,none,1.0,prms_rain_adj,#,17,1
rain_adj_mult_06_18,none,1.0,prms_rain_adj,#,18,1
rain_adj_mult_06_19,none,1.0,prms_rain_adj,#,19,1
rain_adj_mult_06_20,none,1.0,prms_rain_adj,#,20,1
rain_adj_mult_06_21,none,1.0,prms_rain_adj,#,21,1
rain_adj_mult_06_22,none,1.0,prms_rain_adj,#,22,1
rain_adj_mult_07_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_07_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_07_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_07_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_07_05,none,1.0,prms_rain_adj,#,5,1
rain_adj_mult_07_06,none,1.0,prms_rain_adj,#,6,1
rain_adj_mult_07_07,none,1.0,prms_rain_adj,#,7,1
rain_adj_mult_07_08,none,1.0,prms_rain_adj,#,8,1
rain_adj_mult_07_09,none,1.0,prms_rain_adj,#,9,1
rain_adj_mult_07_10,none,1.0,prms_rain_adj,#,10,1
rain_adj_mult_07_11,none,1.0,prms_rain_adj,#,11,1
rain_adj_mult_07_12,none,1.0,prms_rain_adj,#,12,1
rain_adj_mult_07_13,none,1.0,prms_rain_adj,#,13,1
rain_adj_mult_07_14,none,1.0,prms_rain_adj,#,14,1
rain_adj_mult_07_15,none,1.0,prms_rain_adj,#,15,1
rain_adj_mult_07_16,none,1.0,prms_rain_adj,#,16,1
rain_adj_mult_07_17,none,1.0,prms_rain_adj,#,17,1
rain_adj_mult_07_18,none,1.0,prms_rain_adj,#,18,1
rain_adj_mult_07_19,none,1.0,prms_rain_adj,#,19,1
rain_adj_mult_07_20,none,1.0,prms_rain_adj,#,20,1
rain_adj_mult_07_21,none,1.0,prms_rain_adj,#,21,1
rain_adj_mult_07_22,none,1.0,prms_rain_adj,#,22,1
rain_adj_mult_08_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_08_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_08_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_08_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_08_05,none,1.0,prms_rain_adj,#,5,1
rain_adj_mult_08_06,none,1.0,prms_rain_adj,#,6,1
rain_adj_mult_08_07,none,1.0,prms_rain_adj,#,7,1
rain_adj_mult_08_08,none,1.0,prms_rain_adj,#,8,1
rain_adj_mult_08_09,none,1.0,prms_rain_adj,#,9,1
rain_adj_mult_08_10,none,1.0,prms_rain_adj,#,10,1
rain_adj_mult_08_11,none,1.0,prms_rain_adj,#,11,1
rain_adj_mult_08_12,none,1.0,prms_rain_adj,#,12,1
rain_adj_mult_08_13,none,1.0,prms_rain_adj,#,13,1
rain_adj_mult_08_14,none,1.0,prms_rain_adj,#,14,1
rain_adj_mult_08_15,none,1.0,prms_rain_adj,#,15,1
rain_adj_mult_08_16,none,1.0,prms_rain_adj,#,16,1
rain_adj_mult_08_17,none,1.0,prms_rain_adj,#,17,1
rain_adj_mult_08_18,none,1.0,prms_rain_adj,#,18,1
rain_adj_mult_08_19,none,1.0,prms_rain_adj,#,19,1
rain_adj_mult_08_20,none,1.0,prms_rain_adj,#,20,1
rain_adj_mult_08_21,none,1.0,prms_rain_adj,#,21,1
rain_adj_mult_08_22,none,1.0,prms_rain_adj,#,22,1
rain_adj_mult_09_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_09_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_09_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_09_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_09_05,none,1.0,prms_rain_adj,#,5,1
rain_adj_mult_09_06,none,1.0,prms_rain_adj,#,6,1
rain_adj_mult_09_07,none,1.0,prms_rain_adj,#,7,1
rain_adj_mult_09_08,none,1.0,prms_rain_adj,#,8,1
rain_adj_mult_09_09,none,1.0,prms_rain_adj,#,9,1
rain_adj_mult_09_10,none,1.0,prms_rain_adj,#,10,1
rain_adj_mult_09_11,none,1.0,prms_rain_adj,#,11,1
rain_adj_mult_09_12,none,1.0,prms_rain_adj,#,12,1
rain_adj_mult_09_13,none,1.0,prms_rain_adj,#,13,1
rain_adj_mult_09_14,none,1.0,prms_rain_adj,#,14,1
rain_adj_mult_09_15,none,1.0,prms_rain_adj,#,15,1
rain_adj_mult_09_16,none,1.0,prms_rain_adj,#,16,1
rain_adj_mult_09_17,none,1.0,prms_rain_adj,#,17,1
rain_adj_mult_09_18,none,1.0,prms_rain_adj,#,18,1
rain_adj_mult_09_19,none,1.0,prms_rain_adj,#,19,1
rain_adj_mult_09_20,none,1.0,prms_rain_adj,#,20,1
rain_adj_mult_09_21,none,1.0,prms_rain_adj,#,21,1
rain_adj_mult_09_22,none,1.0,prms_rain_adj,#,22,1
rain_adj_mult_10_01,none,1.0,prms_rain_adj,#,1,1
rain_adj_mult_10_02,none,1.0,prms_rain_adj,#,2,1
rain_adj_mult_10_03,none,1.0,prms_rain_adj,#,3,1
rain_adj_mult_10_04,none,1.0,prms_rain_adj,#,4,1
rain_adj_mult_10_05,none,1.0,prms_rain_adj,#,5,1
rain_adj_mult_10_06,none,1.0,prms_rain_adj,#,6,1
rain_adj_mult_10_07,none,1.0,prms_rain_adj,#,7,1
rain_adj_mult_10_08,none,1.0,prms_rain_adj,#,8,1
rain_adj_mult_10_09,none,1.0,prms_rain_adj,#,9,1
rain_adj_mult_10_10,none,1.0,prms_rain_adj,#,10,1
rain_adj_mult_10_11,none,1.0,prms_rain_adj,#,11,1
rain_adj_mult_10_12,none,1.0,prms_rain_adj,#,12,1
rain_adj_mult_10_13,none,1.0,prms_rain_adj,#,13,1
rain_adj_mult_10_14,none,1.0,prms_rain_adj,#,14,1
rain_adj_mult_10_15,none,1.0,prms_rain_adj,#,15,1
rain_adj_mult_10_16,none,1.0,prms_rain_adj,#,16,1
rain_adj_mult_10_17,none,1.0,prms_rain_adj,#,17,1
rain_adj_mult_10_18,none,1.0,prms_rain_adj,#,18,1
rain_adj_mult_10_19,none,1.0,prms_rain_adj,#,19,1
